path,breed,split,role,is_grayscale,cluster_key
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1066)__aug1_nagori_310.png,nagori,train,augmented,False,nagori_310
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1067)__aug1_nagori_311.png,nagori,train,augmented,False,nagori_311
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1068)__aug1_nagori_312.png,nagori,train,augmented,False,nagori_312
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1069)__aug1_nagori_313.png,nagori,train,augmented,False,nagori_313
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS06__Screenshot (1070)__aug1_nagori_314.png,nagori,test,augmented,False,nagori_314
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1071)__aug1_nagori_315.png,nagori,train,augmented,False,nagori_315
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1072)__aug1_nagori_316.png,nagori,train,augmented,False,nagori_316
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1073)__aug1_nagori_317.png,nagori,train,augmented,False,nagori_317
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS06__Screenshot (1077)__aug1_nagori_320.png,nagori,test,augmented,False,nagori_320
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1078)__aug1_nagori_321.png,nagori,train,augmented,False,nagori_321
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS06__Screenshot (1080)__aug1_nagori_323.png,nagori,val,augmented,False,nagori_323
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1082)__aug1_nagori_325.png,nagori,train,augmented,False,nagori_325
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS06__Screenshot (1084)__aug1_nagori_327.png,nagori,test,augmented,False,nagori_327
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS06__Screenshot (1087)__aug1_nagori_330.png,nagori,val,augmented,False,nagori_330
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1088)__aug1_nagori_331.png,nagori,train,augmented,False,nagori_331
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1089)__aug1_nagori_332.png,nagori,train,augmented,False,nagori_332
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1090)__aug1_nagori_333.png,nagori,train,augmented,False,nagori_333
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1091)__aug1_nagori_334.png,nagori,train,augmented,False,nagori_334
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1094)__aug1_nagori_337.png,nagori,train,augmented,False,nagori_337
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1095)__aug1_nagori_338.png,nagori,train,augmented,False,nagori_338
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1096)__aug1_nagori_339.png,nagori,train,augmented,False,nagori_339
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS06__Screenshot (1097)__aug1_nagori_340.png,nagori,test,augmented,False,nagori_340
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS06__Screenshot (1098)__aug1_nagori_341.png,nagori,train,augmented,False,nagori_341
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000000__aug2_nagori_255.png,nagori,train,augmented,False,nagori_255
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000003__aug1_nagori_256.jpg,nagori,train,augmented,True,nagori_256
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS10__00000007__aug2_nagori_257.jpg,nagori,test,augmented,True,nagori_257
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000008__aug2_nagori_258.jpg,nagori,train,augmented,False,nagori_258
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000011__aug2_nagori_259.jpg,nagori,train,augmented,True,nagori_259
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000020__aug1_nagori_260.jpg,nagori,train,augmented,False,nagori_260
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000021__aug2_nagori_261.jpg,nagori,train,augmented,False,nagori_261
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000023__aug1_nagori_262.jpg,nagori,train,augmented,False,nagori_262
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000026__aug2_nagori_263.jpg,nagori,train,augmented,False,nagori_263
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS10__00000036__aug2_nagori_264.jpg,nagori,test,augmented,False,nagori_264
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000044__aug1_nagori_265.jpg,nagori,train,augmented,False,nagori_265
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000046__aug2_nagori_266.jpg,nagori,train,augmented,False,nagori_266
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000052__aug2_nagori_267.jpg,nagori,train,augmented,True,nagori_267
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000057__aug2_nagori_268.jpg,nagori,train,augmented,False,nagori_268
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000060__aug2_nagori_269.JPG,nagori,train,augmented,False,nagori_269
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000062__aug2_nagori_270.jpg,nagori,train,augmented,True,nagori_270
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000067__aug2_nagori_271.jpg,nagori,train,augmented,False,nagori_271
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__00000074__aug2_nagori_272.jpg,nagori,val,augmented,False,nagori_272
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__00000079__aug2_nagori_273.jpg,nagori,val,augmented,False,nagori_273
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__00000085__aug5_nagori_187.jpg,nagori,val,augmented,True,nagori_187
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000087__aug2_nagori_274.jpg,nagori,train,augmented,False,nagori_274
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000091__aug2_nagori_275.jpg,nagori,train,augmented,True,nagori_275
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000102__aug2_nagori_276.jpg,nagori,train,augmented,False,nagori_276
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000104__aug2_nagori_277.png,nagori,train,augmented,False,nagori_277
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000108__aug2_nagori_278.jpg,nagori,train,augmented,False,nagori_278
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000110__aug2_nagori_279.jpg,nagori,train,augmented,False,nagori_279
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000117__aug1_nagori_280.webp,nagori,train,augmented,False,nagori_280
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000125__aug1_nagori_281.png,nagori,train,augmented,True,nagori_281
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000127__aug1_nagori_282.jpg,nagori,train,augmented,False,nagori_282
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000131__aug2_nagori_283.jpg,nagori,train,augmented,False,nagori_283
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000139__aug2_nagori_284.png,nagori,train,augmented,False,nagori_284
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__00000141__aug6_nagori_187.png,nagori,val,augmented,True,nagori_187
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000143__aug2_nagori_285.jpg,nagori,train,augmented,False,nagori_285
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000146__aug2_nagori_286.jpg,nagori,train,augmented,False,nagori_286
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000150__aug1_nagori_287.jpeg,nagori,train,augmented,False,nagori_287
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000155__aug2_nagori_288.jpg,nagori,train,augmented,False,nagori_288
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000157__aug1_nagori_289.jpg,nagori,train,augmented,False,nagori_289
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__00000158__aug1_nagori_290.jpg,nagori,val,augmented,False,nagori_290
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000167__aug1_nagori_291.jpg,nagori,train,augmented,False,nagori_291
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000175__aug2_nagori_292.jpg,nagori,train,augmented,False,nagori_292
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000191__aug1_nagori_293.jpg,nagori,train,augmented,False,nagori_293
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000201__aug1_nagori_294.jpg,nagori,train,augmented,False,nagori_294
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__00000221__aug1_nagori_295.png,nagori,train,augmented,False,nagori_295
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1052)__aug2_nagori_296.png,nagori,train,augmented,False,nagori_296
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1053)__aug2_nagori_297.png,nagori,train,augmented,False,nagori_297
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1054)__aug2_nagori_298.png,nagori,train,augmented,False,nagori_298
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1055)__aug2_nagori_299.png,nagori,train,augmented,False,nagori_299
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1056)__aug2_nagori_300.png,nagori,train,augmented,False,nagori_300
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1057)__aug2_nagori_301.png,nagori,train,augmented,False,nagori_301
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1058)__aug2_nagori_302.png,nagori,train,augmented,False,nagori_302
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__Screenshot (1059)__aug2_nagori_303.png,nagori,val,augmented,False,nagori_303
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS10__Screenshot (1060)__aug1_nagori_304.png,nagori,test,augmented,False,nagori_304
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1061)__aug1_nagori_305.png,nagori,train,augmented,False,nagori_305
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1062)__aug2_nagori_306.png,nagori,train,augmented,False,nagori_306
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__Screenshot (1063)__aug1_nagori_307.png,nagori,val,augmented,False,nagori_307
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1064)__aug1_nagori_308.png,nagori,train,augmented,False,nagori_308
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS10__Screenshot (1065)__aug2_nagori_309.png,nagori,test,augmented,False,nagori_309
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1066)__aug2_nagori_310.png,nagori,train,augmented,False,nagori_310
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1067)__aug2_nagori_311.png,nagori,train,augmented,False,nagori_311
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1068)__aug2_nagori_312.png,nagori,train,augmented,False,nagori_312
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1069)__aug2_nagori_313.png,nagori,train,augmented,False,nagori_313
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS10__Screenshot (1070)__aug2_nagori_314.png,nagori,test,augmented,False,nagori_314
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1071)__aug2_nagori_315.png,nagori,train,augmented,False,nagori_315
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1072)__aug2_nagori_316.png,nagori,train,augmented,False,nagori_316
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1073)__aug2_nagori_317.png,nagori,train,augmented,False,nagori_317
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__Screenshot (1074)__aug1_nagori_318.png,nagori,val,augmented,False,nagori_318
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS10__Screenshot (1076)__aug1_nagori_319.png,nagori,test,augmented,False,nagori_319
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS10__Screenshot (1077)__aug2_nagori_320.png,nagori,test,augmented,False,nagori_320
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1078)__aug2_nagori_321.png,nagori,train,augmented,False,nagori_321
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1079)__aug1_nagori_322.png,nagori,train,augmented,False,nagori_322
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__Screenshot (1080)__aug2_nagori_323.png,nagori,val,augmented,False,nagori_323
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1081)__aug1_nagori_324.png,nagori,train,augmented,False,nagori_324
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1082)__aug2_nagori_325.png,nagori,train,augmented,False,nagori_325
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1083)__aug1_nagori_326.png,nagori,train,augmented,False,nagori_326
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS10__Screenshot (1084)__aug2_nagori_327.png,nagori,test,augmented,False,nagori_327
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1085)__aug1_nagori_328.png,nagori,train,augmented,False,nagori_328
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1086)__aug1_nagori_329.png,nagori,train,augmented,False,nagori_329
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__Screenshot (1087)__aug2_nagori_330.png,nagori,val,augmented,False,nagori_330
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1088)__aug2_nagori_331.png,nagori,train,augmented,False,nagori_331
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1089)__aug2_nagori_332.png,nagori,train,augmented,False,nagori_332
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1090)__aug2_nagori_333.png,nagori,train,augmented,False,nagori_333
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1091)__aug2_nagori_334.png,nagori,train,augmented,False,nagori_334
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1092)__aug1_nagori_335.png,nagori,train,augmented,False,nagori_335
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS10__Screenshot (1093)__aug1_nagori_336.png,nagori,val,augmented,False,nagori_336
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1094)__aug2_nagori_337.png,nagori,train,augmented,False,nagori_337
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1095)__aug2_nagori_338.png,nagori,train,augmented,False,nagori_338
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1096)__aug2_nagori_339.png,nagori,train,augmented,False,nagori_339
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS10__Screenshot (1097)__aug2_nagori_340.png,nagori,test,augmented,False,nagori_340
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS10__Screenshot (1098)__aug2_nagori_341.png,nagori,train,augmented,False,nagori_341
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS11__Nagori_001__aug1_nagori_168.jpg,nagori,val,augmented,True,nagori_168
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS11__Nagori_002.jpg,nagori,test,unique,True,nagori_342
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_003__aug1_nagori_170.jpg,nagori,train,augmented,True,nagori_170
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS11__Nagori_004__aug1_nagori_171.jpg,nagori,test,augmented,False,nagori_171
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS11__Nagori_005__aug1_nagori_172.jpg,nagori,test,augmented,True,nagori_172
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_006.jpg,nagori,train,unique,False,nagori_343
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS11__Nagori_007.jpg,nagori,test,unique,False,nagori_344
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS11__Nagori_008__aug1_nagori_175.jpg,nagori,test,augmented,False,nagori_175
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_009.jpg,nagori,train,canonical,False,nagori_176
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_010.jpg,nagori,train,unique,False,nagori_345
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_011.jpg,nagori,train,unique,False,nagori_346
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS11__Nagori_012__aug1_nagori_179.jpg,nagori,val,augmented,False,nagori_179
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_013__aug1_nagori_180.jpg,nagori,train,augmented,True,nagori_180
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_014.jpg,nagori,train,canonical,True,nagori_181
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_015__aug1_nagori_182.jpg,nagori,train,augmented,False,nagori_182
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_016__aug1_nagori_183.jpg,nagori,train,augmented,True,nagori_183
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_017__aug3_nagori_271.jpg,nagori,train,augmented,False,nagori_271
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_018__aug1_nagori_185.jpg,nagori,train,augmented,False,nagori_185
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_019.jpg,nagori,train,unique,False,nagori_347
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_021.jpg,nagori,train,canonical,False,nagori_188
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_022.jpg,nagori,train,unique,True,nagori_348
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_023__aug1_nagori_190.jpg,nagori,train,augmented,False,nagori_190
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS11__Nagori_024.jpg,nagori,val,unique,False,nagori_349
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS11__Nagori_025__aug1_nagori_192.jpg,nagori,val,augmented,False,nagori_192
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_026__aug1_nagori_193.jpg,nagori,train,augmented,False,nagori_193
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS11__Nagori_027.jpg,nagori,test,unique,True,nagori_350
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_028__aug1_nagori_194.jpg,nagori,train,augmented,True,nagori_194
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_029.jpg,nagori,train,unique,False,nagori_351
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_030__aug1_nagori_196.jpg,nagori,train,augmented,False,nagori_196
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_031__aug1_nagori_197.jpg,nagori,train,augmented,False,nagori_197
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_032.jpg,nagori,train,unique,True,nagori_352
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_033__aug1_nagori_198.jpg,nagori,train,augmented,False,nagori_198
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_034.jpg,nagori,train,unique,False,nagori_353
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_035.jpg,nagori,train,unique,False,nagori_354
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_036.jpg,nagori,train,canonical,True,nagori_201
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_037.jpg,nagori,train,unique,True,nagori_355
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_038__aug1_nagori_203.jpg,nagori,train,augmented,False,nagori_203
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_039.jpg,nagori,train,unique,False,nagori_356
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_040__aug1_nagori_205.jpg,nagori,train,augmented,False,nagori_205
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_041__aug1_nagori_206.jpg,nagori,train,augmented,False,nagori_206
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_042__aug1_nagori_207.jpg,nagori,train,augmented,False,nagori_207
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_043.jpg,nagori,train,unique,False,nagori_357
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_044__aug1_nagori_209.jpg,nagori,train,augmented,False,nagori_209
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_045__aug1_nagori_210.jpg,nagori,train,augmented,False,nagori_210
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_046__aug1_nagori_211.jpg,nagori,train,augmented,False,nagori_211
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_047__aug1_nagori_212.jpg,nagori,train,augmented,False,nagori_212
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS11__Nagori_048__aug1_nagori_213.jpg,nagori,val,augmented,False,nagori_213
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_049__aug1_nagori_214.jpg,nagori,train,augmented,False,nagori_214
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_050__aug1_nagori_215.jpg,nagori,train,augmented,False,nagori_215
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS11__Nagori_051__aug1_nagori_216.jpg,nagori,test,augmented,False,nagori_216
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_052__aug1_nagori_217.jpg,nagori,train,augmented,False,nagori_217
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_053__aug1_nagori_218.jpg,nagori,train,augmented,False,nagori_218
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_054__aug1_nagori_219.jpg,nagori,train,augmented,False,nagori_219
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_055__aug1_nagori_220.jpg,nagori,train,augmented,False,nagori_220
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_056__aug1_nagori_221.jpg,nagori,train,augmented,False,nagori_221
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_057__aug1_nagori_222.jpg,nagori,train,augmented,False,nagori_222
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_058__aug1_nagori_223.jpg,nagori,train,augmented,False,nagori_223
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_059__aug1_nagori_224.jpg,nagori,train,augmented,False,nagori_224
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_060__aug1_nagori_225.jpg,nagori,train,augmented,False,nagori_225
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_061__aug1_nagori_226.jpg,nagori,train,augmented,False,nagori_226
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_062__aug1_nagori_227.jpg,nagori,train,augmented,False,nagori_227
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_063__aug1_nagori_228.jpg,nagori,train,augmented,False,nagori_228
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_064__aug1_nagori_229.jpg,nagori,train,augmented,True,nagori_229
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\nagori\DS11__Nagori_065__aug1_nagori_230.jpg,nagori,val,augmented,False,nagori_230
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_066__aug1_nagori_231.jpg,nagori,train,augmented,False,nagori_231
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_067__aug1_nagori_232.jpg,nagori,train,augmented,False,nagori_232
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_068__aug1_nagori_233.jpg,nagori,train,augmented,False,nagori_233
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_069__aug1_nagori_234.jpg,nagori,train,augmented,False,nagori_234
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\nagori\DS11__Nagori_070__aug1_nagori_235.jpg,nagori,test,augmented,False,nagori_235
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\nagori\DS11__Nagori_071__aug1_nagori_236.jpg,nagori,train,augmented,False,nagori_236
