path,breed,dataset_code,old_is_grayscale,new_is_grayscale,method,mean_channel_diff
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_29_jpg.rf.a545238eb5de3510515f4b64146ff429.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_2_jpg.rf.abdc6b998d15b05d44cf2e1693ee7088.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_30_jpg.rf.5142e2f3fbbfeebaf1fc9de78052de37.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_31_jpg.rf.68134587d858df425f438b3daeb7507a.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_32_jpg.rf.105242094a94e5e395f24607655dcbd9.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_33_jpg.rf.fb05c96f91ef92002a5ea3c8599fcdbc.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_34_jpg.rf.f314d5f7556da1eb511f1662161263c9.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_35_jpg.rf.e433f121e1bfe5538c92f666e95afeb4.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_36_jpg.rf.76c1e61bccb5de1565a60180b289ed66.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_37_jpg.rf.b213666fcb6265123b693805fd2f797a.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_38_jpg.rf.7f9641efa2a8418c123ce7b55aaed34a.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_39_jpg.rf.be093e866576e828c35d1e484054678f.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_3_jpg.rf.2d15bc136a36b51c36e01935b203669c.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_40_jpg.rf.da71cfbd33e75b8cf5528ed0511718ae.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_41_jpg.rf.a3ee9580ef1deebaa6cb3b22ff6cdf9d.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_42_jpg.rf.d3d4bb85f883e569fdb86fe27ec2f7cc.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_43_jpg.rf.4c28c630fc21824fe64292132882c31c.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_44_jpg.rf.4e3f1e7ecdeb3a3696f892875e7f93c9.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_45_jpg.rf.6dc41b103b2e63f9a22fad484ab5e9ff.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_46_jpg.rf.69ff0617e11cffea9d27ad56a582065e.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_47_jpg.rf.3818f08c097a256ccd95e152190647a2.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_48_jpg.rf.416a697066026fc28c50615c72c5295f.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_49_jpg.rf.02c2bcebe4fba223939aeb25153cccd2.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_4_jpg.rf.50a798de3b21481c16e1f0f97924dd1a.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_50_jpg.rf.0b0b424f386006b2b150c811c2551fd0.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_52_jpg.rf.cdd5869f0ca8bef73d688db7923b41e3.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_53_jpg.rf.b8890439dd3bb06008653ef6577a008e.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_54_jpg.rf.7fb801804b9738866f30e684d8f220d1.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_55_jpg.rf.e05a1438c5e19c2914dae3725674fce5.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_57_jpg.rf.a3b5edc24a0c3ad4604bf326f020667f.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_58_jpg.rf.7dbadf02e4cfad5a00c698ab8d2f2871.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_59_jpg.rf.44c01204332a22ee9a69715fade09163.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_5_jpg.rf.184013cc20bf868dccdc907c1d8d6412.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_60_jpg.rf.96a640c246b2013cc9951c3650bf3c11.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_61_jpg.rf.af1cd92585fce9276c4c5c8f27278a3f.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_62_jpg.rf.ffd25f16553a42d12d49e5bca6fe0f75.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_63_jpg.rf.b19e8023c2517126962f23514f503c4c.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_64_jpg.rf.1396750ac3fdc6e369e610936062bc85.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_65_jpg.rf.45a85b284ee7da5a725ebaef7d9427ae.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_66_jpg.rf.004bc187ff21dfd8256dd2b5b1b2ac92.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_67_jpg.rf.848adf00d72f5c3c1b403724bfce6acd.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_68_jpg.rf.5e2221b47dd3934341b2199f6ee97f79.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_69_jpg.rf.a38266c25e58d8803d704f8cc6953a41.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_6_jpg.rf.d979036cadf75a2e06a831871603dc63.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_70_jpg.rf.82f9c5222123d223c7b026abb256ce19.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_71_jpg.rf.ca281d15336e03b4e80b93893bbbc09e.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_72_jpg.rf.a218959df51f25655dd12ee2d18ed367.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_73_jpg.rf.81de4bff312af04920e39ec3de0b383e.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_74_jpg.rf.5ab077f39b82624e9d6d88bea652c685.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_75_jpg.rf.7f8cede0e191d811577f025a666bb2d7.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_76_jpg.rf.98061074edf1931643d19e8cdeac2124.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_77_jpg.rf.1141fb082e7ac387c7b2779e7ed99f1f.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_78_jpg.rf.712ad9dd6575220371196588e8e61605.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_79_jpg.rf.f540e4d079d21aed7182bd5324f9779b.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_7_jpg.rf.1529fff7c8a692c2eafa1aa60a1036b0.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_80_jpg.rf.05541ce96655eb45f9696d1e4eb71a62.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_81_jpg.rf.e136479d9ddccd3200cd9f87b64b6a1a.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_82_jpg.rf.bf4d080261018ef0b1ada46a52fea41a.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_83_jpg.rf.b8d819d033092b737bc2ae732aabb694.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_84_jpg.rf.282c74063f426c71571630df6d59712c.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_85_jpg.rf.c8419e9361cf7209367e35aafd8a2bc7.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_86_jpg.rf.b0c9eecf2f203ba428ef8ad7b991af22.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_87_jpg.rf.4b1277725f1f7c6fac03912109539d47.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_88_jpg.rf.7b729499162f7bae8ec8129e31c59dd6.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_89_jpg.rf.448497a1896562c457800a8d16a20cc2.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_8_jpg.rf.87f956abc8abbf735d6de87d9059c158.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_90_jpg.rf.ba51790d65aa7a6f3204dd8b59d8cddd.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_91_jpg.rf.244fa9a3d034829bcddd13b112f0c00f.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_92_jpg.rf.90e28bbdcd98758e9902413e1eb22e0b.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_93_jpg.rf.683a8247df95a696291d33b851a3cf1b.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_94_jpg.rf.9b9aaeb0187eaf9661bcb58e733faefe.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_95_jpg.rf.6ef7bf23a2cb66e24c044722ae5db664.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_96_jpg.rf.e28c4ba196ccc782eba2866780eaf006.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_97_jpg.rf.833cab7923c4d5499e253a17d207685a.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_98_jpg.rf.da16f8bb11dda09705a24b7bb65339f9.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_99_jpg.rf.fc04e785d633e2fa8c83f6947f5a405f.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_9_jpg.rf.31536bac33ad8babbcf48f8f4b762843.jpg,jersey,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS11__Jersey_117.jpg,jersey,DS11,False,True,channel_analysis,7.96
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS11__Jersey_118.jpg,jersey,DS11,False,True,channel_analysis,7.78
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_103.jpg,ayrshire,DS02,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_113.jpg,ayrshire,DS02,False,True,channel_analysis,7.8
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_197.jpg,ayrshire,DS02,False,True,channel_analysis,3.85
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_227.jpg,ayrshire,DS02,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_23.jpg,ayrshire,DS02,False,True,channel_analysis,5.71
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_3.jpg,ayrshire,DS02,False,True,channel_analysis,2.47
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_31.jpg,ayrshire,DS02,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_35.jpg,ayrshire,DS02,False,True,channel_analysis,7.47
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_54.jpg,ayrshire,DS02,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_56.jpg,ayrshire,DS02,False,True,channel_analysis,2.5
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_58.jpg,ayrshire,DS02,False,True,channel_analysis,7.52
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_70.jpg,ayrshire,DS02,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_83.jpg,ayrshire,DS02,False,True,channel_analysis,5.78
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_87.jpg,ayrshire,DS02,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_89.jpg,ayrshire,DS02,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_91.jpg,ayrshire,DS02,False,True,channel_analysis,2.2
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_103.jpg,ayrshire,DS03,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_104.jpg,ayrshire,DS03,False,True,channel_analysis,5.26
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_113.jpg,ayrshire,DS03,False,True,channel_analysis,5.52
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_147.jpg,ayrshire,DS03,False,True,channel_analysis,5.62
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_154.jpg,ayrshire,DS03,False,True,channel_analysis,6.18
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_193.jpg,ayrshire,DS03,False,True,channel_analysis,6.18
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_20.jpg,ayrshire,DS03,False,True,channel_analysis,6.15
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_227.jpg,ayrshire,DS03,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_23.jpg,ayrshire,DS03,False,True,channel_analysis,3.84
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_3.jpg,ayrshire,DS03,False,True,channel_analysis,1.72
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_31.jpg,ayrshire,DS03,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_35.jpg,ayrshire,DS03,False,True,channel_analysis,5.85
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_44.jpg,ayrshire,DS03,False,True,channel_analysis,7.78
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_54.jpg,ayrshire,DS03,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_56.jpg,ayrshire,DS03,False,True,channel_analysis,1.85
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_58.jpg,ayrshire,DS03,False,True,channel_analysis,5.5
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_63.jpg,ayrshire,DS03,False,True,channel_analysis,7.7
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_83.jpg,ayrshire,DS03,False,True,channel_analysis,5.03
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_89.jpg,ayrshire,DS03,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_91.jpg,ayrshire,DS03,False,True,channel_analysis,1.18
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS04__ayrshire_0067.jpg,ayrshire,DS04,False,True,channel_analysis,4.72
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle103.jpg,ayrshire,DS07,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle125.jpg,ayrshire,DS07,False,True,channel_analysis,3.31
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle133.jpg,ayrshire,DS07,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle145.jpg,ayrshire,DS07,False,True,channel_analysis,4.26
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle29.jpg,ayrshire,DS07,False,True,channel_analysis,5.28
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle47.jpg,ayrshire,DS07,False,True,channel_analysis,3.43
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle82.jpg,ayrshire,DS07,False,True,channel_analysis,7.82
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle85.jpg,ayrshire,DS07,False,True,channel_analysis,6.53
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle87.jpg,ayrshire,DS07,False,True,channel_analysis,0.75
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_006.jpg,ayrshire,DS11,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_143.jpg,ayrshire,DS11,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_158.jpg,ayrshire,DS11,False,True,channel_analysis,1.86
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_160.jpg,ayrshire,DS11,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_164.jpg,ayrshire,DS11,False,True,channel_analysis,5.98
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_174.jpg,ayrshire,DS11,False,True,channel_analysis,7.87
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_185.jpg,ayrshire,DS11,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_187.jpg,ayrshire,DS11,False,True,channel_analysis,1.88
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_189.jpg,ayrshire,DS11,False,True,channel_analysis,5.62
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_217.jpg,ayrshire,DS11,False,True,channel_analysis,5.19
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_223.jpg,ayrshire,DS11,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_105.jpg,brown-swiss,DS03,False,True,channel_analysis,6.02
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_128.jpg,brown-swiss,DS03,False,True,channel_analysis,4.58
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_137.jpg,brown-swiss,DS03,False,True,channel_analysis,3.9
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_139.jpg,brown-swiss,DS03,False,True,channel_analysis,7.9
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_150.jpg,brown-swiss,DS03,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_151.jpg,brown-swiss,DS03,False,True,channel_analysis,5.38
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_155.jpg,brown-swiss,DS03,False,True,channel_analysis,4.38
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_165.jpg,brown-swiss,DS03,False,True,channel_analysis,6.38
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_177.jpg,brown-swiss,DS03,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_187.jpg,brown-swiss,DS03,False,True,channel_analysis,7.74
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_193.jpg,brown-swiss,DS03,False,True,channel_analysis,6.16
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_196.jpg,brown-swiss,DS03,False,True,channel_analysis,7.81
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_198.jpg,brown-swiss,DS03,False,True,channel_analysis,1.92
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_222.jpg,brown-swiss,DS03,False,True,channel_analysis,4.99
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_30.jpg,brown-swiss,DS03,False,True,channel_analysis,7.22
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_34.jpg,brown-swiss,DS03,False,True,channel_analysis,6.64
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_42.jpg,brown-swiss,DS03,False,True,channel_analysis,3.62
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_45.jpg,brown-swiss,DS03,False,True,channel_analysis,6.8
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_56.jpg,brown-swiss,DS03,False,True,channel_analysis,7.28
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_57.jpg,brown-swiss,DS03,False,True,channel_analysis,5.14
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_86.jpg,brown-swiss,DS03,False,True,channel_analysis,4.65
