path,breed,dataset_code,source_type,role,width,height,format,mode,is_grayscale,aspect_ratio,resolution_category,file_size_bytes,status,grayscale_detection_method
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000062__aug1_nagori_270.jpg,nagori,DS06,synthetic_augmented,augmented,350,233,JPEG,RGB,True,1.502,medium,16645,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000067__aug1_nagori_271.jpg,nagori,DS06,synthetic_augmented,augmented,237,244,JPEG,RGB,False,0.971,medium,28247,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000074__aug1_nagori_272.jpg,nagori,DS06,synthetic_augmented,augmented,900,472,JPEG,RGB,False,1.907,medium,120993,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000079__aug1_nagori_273.jpg,nagori,DS06,synthetic_augmented,augmented,793,567,JPEG,RGB,False,1.399,large,124004,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000087__aug1_nagori_274.jpg,nagori,DS06,synthetic_augmented,augmented,300,144,JPEG,RGB,False,2.083,small,14474,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000091__aug1_nagori_275.jpg,nagori,DS06,synthetic_augmented,augmented,600,450,JPEG,RGB,True,1.333,medium,104139,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000102__aug1_nagori_276.jpg,nagori,DS06,synthetic_augmented,augmented,512,349,JPEG,RGB,False,1.467,medium,69962,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000104__aug1_nagori_277.png,nagori,DS06,synthetic_augmented,augmented,196,166,PNG,RGB,False,1.181,small,60346,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000108__aug1_nagori_278.jpg,nagori,DS06,synthetic_augmented,augmented,2080,1368,JPEG,RGB,False,1.52,large,880888,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000110__aug1_nagori_279.jpg,nagori,DS06,synthetic_augmented,augmented,600,579,JPEG,RGB,False,1.036,large,182231,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000131__aug1_nagori_283.jpg,nagori,DS06,synthetic_augmented,augmented,1280,720,JPEG,RGB,False,1.778,large,273237,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000139__aug1_nagori_284.png,nagori,DS06,synthetic_augmented,augmented,700,400,PNG,RGB,False,1.75,medium,483722,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000141__aug4_nagori_187.png,nagori,DS06,synthetic_augmented,augmented,200,197,PNG,RGB,True,1.015,small,46473,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000143__aug1_nagori_285.jpg,nagori,DS06,synthetic_augmented,augmented,1019,644,JPEG,RGB,False,1.582,large,321475,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000146__aug1_nagori_286.jpg,nagori,DS06,synthetic_augmented,augmented,2736,3648,JPEG,RGB,False,0.75,large,2889226,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000155__aug1_nagori_288.jpg,nagori,DS06,synthetic_augmented,augmented,1069,580,JPEG,RGB,False,1.843,large,81450,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000175__aug1_nagori_292.jpg,nagori,DS06,synthetic_augmented,augmented,638,479,JPEG,RGB,False,1.332,medium,123979,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1052)__aug1_nagori_296.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1804785,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1053)__aug1_nagori_297.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1763464,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1054)__aug1_nagori_298.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,796002,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1055)__aug1_nagori_299.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2556696,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1056)__aug1_nagori_300.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1709681,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1057)__aug1_nagori_301.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1959463,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1058)__aug1_nagori_302.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2189237,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1059)__aug1_nagori_303.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1896771,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1062)__aug1_nagori_306.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2231829,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1065)__aug1_nagori_309.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1662280,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1066)__aug1_nagori_310.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1904536,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1067)__aug1_nagori_311.png,nagori,DS06,synthetic_augmented,augmented,881,725,PNG,RGB,False,1.215,large,892417,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1068)__aug1_nagori_312.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1795600,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1069)__aug1_nagori_313.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2234737,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1070)__aug1_nagori_314.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2020756,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1071)__aug1_nagori_315.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1901777,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1072)__aug1_nagori_316.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1485799,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1073)__aug1_nagori_317.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1265353,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1077)__aug1_nagori_320.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1973112,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1078)__aug1_nagori_321.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1746509,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1080)__aug1_nagori_323.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1534264,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1082)__aug1_nagori_325.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2148438,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1084)__aug1_nagori_327.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1922208,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1087)__aug1_nagori_330.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1599404,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1088)__aug1_nagori_331.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1603317,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1089)__aug1_nagori_332.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1394793,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1090)__aug1_nagori_333.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1766013,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1091)__aug1_nagori_334.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1888414,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1094)__aug1_nagori_337.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1757719,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1095)__aug1_nagori_338.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1957559,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1096)__aug1_nagori_339.png,nagori,DS06,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1773924,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1097)__aug1_nagori_340.png,nagori,DS06,synthetic_augmented,augmented,706,497,PNG,RGB,False,1.421,medium,286812,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__Screenshot (1098)__aug1_nagori_341.png,nagori,DS06,synthetic_augmented,augmented,790,613,PNG,RGB,False,1.289,large,383828,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000000__aug2_nagori_255.png,nagori,DS10,synthetic_augmented,augmented,690,335,PNG,RGB,False,2.06,medium,124328,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000003__aug1_nagori_256.jpg,nagori,DS10,synthetic_augmented,augmented,494,370,JPEG,RGB,True,1.335,medium,27067,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000007__aug2_nagori_257.jpg,nagori,DS10,synthetic_augmented,augmented,350,200,JPEG,RGB,True,1.75,medium,18528,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000008__aug2_nagori_258.jpg,nagori,DS10,synthetic_augmented,augmented,480,360,JPEG,RGB,False,1.333,medium,81303,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000011__aug2_nagori_259.jpg,nagori,DS10,synthetic_augmented,augmented,300,200,JPEG,RGB,True,1.5,medium,28727,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000020__aug1_nagori_260.jpg,nagori,DS10,synthetic_augmented,augmented,589,626,JPEG,RGB,False,0.941,large,128692,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000021__aug2_nagori_261.jpg,nagori,DS10,synthetic_augmented,augmented,600,533,JPEG,RGB,False,1.126,large,143614,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000023__aug1_nagori_262.jpg,nagori,DS10,synthetic_augmented,augmented,360,235,JPEG,RGB,False,1.532,medium,41302,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000026__aug2_nagori_263.jpg,nagori,DS10,synthetic_augmented,augmented,400,300,JPEG,RGB,False,1.333,medium,31834,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000036__aug2_nagori_264.jpg,nagori,DS10,synthetic_augmented,augmented,550,447,JPEG,RGB,False,1.23,medium,101472,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000044__aug1_nagori_265.jpg,nagori,DS10,synthetic_augmented,augmented,1333,1667,JPEG,RGB,False,0.8,large,387230,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000046__aug2_nagori_266.jpg,nagori,DS10,synthetic_augmented,augmented,750,1334,JPEG,RGB,False,0.562,large,284621,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000052__aug2_nagori_267.jpg,nagori,DS10,synthetic_augmented,augmented,500,385,JPEG,RGB,True,1.299,medium,54201,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000057__aug2_nagori_268.jpg,nagori,DS10,synthetic_augmented,augmented,480,360,JPEG,RGB,False,1.333,medium,51951,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000060__aug2_nagori_269.JPG,nagori,DS10,synthetic_augmented,augmented,5184,3456,JPEG,RGB,False,1.5,large,5995047,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000062__aug2_nagori_270.jpg,nagori,DS10,synthetic_augmented,augmented,350,233,JPEG,RGB,True,1.502,medium,20589,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000067__aug2_nagori_271.jpg,nagori,DS10,synthetic_augmented,augmented,237,244,JPEG,RGB,False,0.971,medium,27463,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000074__aug2_nagori_272.jpg,nagori,DS10,synthetic_augmented,augmented,900,472,JPEG,RGB,False,1.907,medium,109067,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000079__aug2_nagori_273.jpg,nagori,DS10,synthetic_augmented,augmented,793,567,JPEG,RGB,False,1.399,large,121926,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000085__aug5_nagori_187.jpg,nagori,DS10,synthetic_augmented,augmented,481,475,JPEG,RGB,True,1.013,medium,39295,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000087__aug2_nagori_274.jpg,nagori,DS10,synthetic_augmented,augmented,300,144,JPEG,RGB,False,2.083,small,14336,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000091__aug2_nagori_275.jpg,nagori,DS10,synthetic_augmented,augmented,600,450,JPEG,RGB,True,1.333,medium,109814,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000102__aug2_nagori_276.jpg,nagori,DS10,synthetic_augmented,augmented,512,349,JPEG,RGB,False,1.467,medium,74358,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000104__aug2_nagori_277.png,nagori,DS10,synthetic_augmented,augmented,196,166,PNG,RGB,False,1.181,small,61003,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000108__aug2_nagori_278.jpg,nagori,DS10,synthetic_augmented,augmented,2080,1368,JPEG,RGB,False,1.52,large,940169,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000110__aug2_nagori_279.jpg,nagori,DS10,synthetic_augmented,augmented,600,579,JPEG,RGB,False,1.036,large,166289,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000117__aug1_nagori_280.webp,nagori,DS10,synthetic_augmented,augmented,602,263,WEBP,RGB,False,2.289,medium,25894,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000125__aug1_nagori_281.png,nagori,DS10,synthetic_augmented,augmented,700,400,PNG,RGB,True,1.75,medium,207452,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000127__aug1_nagori_282.jpg,nagori,DS10,synthetic_augmented,augmented,1300,1050,JPEG,RGB,False,1.238,large,816791,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000131__aug2_nagori_283.jpg,nagori,DS10,synthetic_augmented,augmented,1280,720,JPEG,RGB,False,1.778,large,282959,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000139__aug2_nagori_284.png,nagori,DS10,synthetic_augmented,augmented,700,400,PNG,RGB,False,1.75,medium,465579,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000141__aug6_nagori_187.png,nagori,DS10,synthetic_augmented,augmented,200,197,PNG,RGB,True,1.015,small,47649,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000143__aug2_nagori_285.jpg,nagori,DS10,synthetic_augmented,augmented,1019,644,JPEG,RGB,False,1.582,large,316520,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000146__aug2_nagori_286.jpg,nagori,DS10,synthetic_augmented,augmented,2736,3648,JPEG,RGB,False,0.75,large,2896047,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000150__aug1_nagori_287.jpeg,nagori,DS10,synthetic_augmented,augmented,1280,960,JPEG,RGB,False,1.333,large,577774,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000155__aug2_nagori_288.jpg,nagori,DS10,synthetic_augmented,augmented,1069,580,JPEG,RGB,False,1.843,large,77329,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000157__aug1_nagori_289.jpg,nagori,DS10,synthetic_augmented,augmented,800,600,JPEG,RGB,False,1.333,large,208585,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000158__aug1_nagori_290.jpg,nagori,DS10,synthetic_augmented,augmented,300,200,JPEG,RGB,False,1.5,medium,29704,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000167__aug1_nagori_291.jpg,nagori,DS10,synthetic_augmented,augmented,310,280,JPEG,RGB,False,1.107,medium,39016,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000175__aug2_nagori_292.jpg,nagori,DS10,synthetic_augmented,augmented,638,479,JPEG,RGB,False,1.332,medium,124406,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000191__aug1_nagori_293.jpg,nagori,DS10,synthetic_augmented,augmented,1220,798,JPEG,RGB,False,1.529,large,483511,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000201__aug1_nagori_294.jpg,nagori,DS10,synthetic_augmented,augmented,1280,720,JPEG,RGB,False,1.778,large,424593,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000221__aug1_nagori_295.png,nagori,DS10,synthetic_augmented,augmented,361,300,PNG,RGB,False,1.203,medium,173699,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1052)__aug2_nagori_296.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1816989,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1053)__aug2_nagori_297.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1873272,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1054)__aug2_nagori_298.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,852485,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1055)__aug2_nagori_299.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2355042,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1056)__aug2_nagori_300.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1860460,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1057)__aug2_nagori_301.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2152985,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1058)__aug2_nagori_302.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2211750,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1059)__aug2_nagori_303.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2160112,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1060)__aug1_nagori_304.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2025545,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1061)__aug1_nagori_305.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1634206,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1062)__aug2_nagori_306.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2182039,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1063)__aug1_nagori_307.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1767019,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1064)__aug1_nagori_308.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2032421,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1065)__aug2_nagori_309.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1846549,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1066)__aug2_nagori_310.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1851718,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1067)__aug2_nagori_311.png,nagori,DS10,synthetic_augmented,augmented,881,725,PNG,RGB,False,1.215,large,869447,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1068)__aug2_nagori_312.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1984051,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1069)__aug2_nagori_313.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2324478,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1070)__aug2_nagori_314.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2060725,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1071)__aug2_nagori_315.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1889262,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1072)__aug2_nagori_316.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1410987,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1073)__aug2_nagori_317.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1362497,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1074)__aug1_nagori_318.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1896658,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1076)__aug1_nagori_319.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1740025,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1077)__aug2_nagori_320.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1922841,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1078)__aug2_nagori_321.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1665624,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1079)__aug1_nagori_322.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2037068,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1080)__aug2_nagori_323.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1696523,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1081)__aug1_nagori_324.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,1687108,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__Screenshot (1082)__aug2_nagori_325.png,nagori,DS10,synthetic_augmented,augmented,1920,1080,PNG,RGB,False,1.778,large,2302310,ok,not_grayscale
