breed,dataset_code,dataset_full_name,original_path,cluster_id,duplicate_type,role,new_path
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_274x184_4.jpg,murrah_132,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_274x184_4.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_275x183_5.jpg,murrah_133,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_275x183_5.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Super_Big_Murrah_Buffalo_of_India_.jpg,murrah_133,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Super_Big_Murrah_Buffalo_of_India___aug1_murrah_133.jpg
murrah,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0070.jpg,murrah_134,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0070.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_279x180_7.jpg,murrah_134,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_279x180_7__aug1_murrah_134.jpg
murrah,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS06__Murrah_156.jpg,murrah_134,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS06__Murrah_156__aug2_murrah_134.jpg
murrah,DS08,Cattle-Buffalo-breeds-Computer-Vision-Model,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS08__Murrah_156_jpg.rf.823864bf916b5b14f4a498b604899247.jpg,murrah_134,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS08__Murrah_156_jpg.rf.823864bf916b5b14f4a498b604899247__aug3_murrah_134.jpg
murrah,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_156.jpg,murrah_134,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_156__aug4_murrah_134.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_282x179_1.jpg,murrah_135,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_282x179_1.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_285x177_3.jpg,murrah_136,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_285x177_3.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_290x174_2.jpg,murrah_137,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_290x174_2.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_2.jpg,murrah_138,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_2.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_3.jpg,murrah_139,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_3.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_Narender_.jpg,murrah_139,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_Narender___aug1_murrah_139.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_5.jpg,murrah_140,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_5.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo-14_Liter_-_TabelaWala.jpg,murrah_140,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo-14_Liter_-_TabelaWala__aug1_murrah_140.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_6.jpg,murrah_141,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_6.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_Narender-8295484745_.jpg,murrah_141,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_Narender-8295484745___aug1_murrah_141.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_8.jpg,murrah_142,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_8.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Top_Buffalo_Breeds_in_India_Where_.jpg,murrah_142,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Top_Buffalo_Breeds_in_India_Where___aug1_murrah_142.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_9.jpg,murrah_143,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_300x168_9.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_302x167_1.jpg,murrah_144,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__image_302x167_1.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_buffalo_ID_-_1806_Buffalo_.jpg,murrah_144,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_buffalo_ID_-_1806_Buffalo___aug1_murrah_144.jpg
murrah,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0153.jpg,murrah_145,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0153.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Black_Murrah_Buffalo_Superior_.jpg,murrah_145,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Black_Murrah_Buffalo_Superior___aug1_murrah_145.jpg
murrah,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS03__Murrah_70.jpg,murrah_145,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS03__Murrah_70__aug2_murrah_145.jpg
murrah,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS06__Murrah_70.jpg,murrah_145,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS06__Murrah_70__aug3_murrah_145.jpg
murrah,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_70.jpg,murrah_145,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_70__aug4_murrah_145.jpg
murrah,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS11__Murrah_143.jpg,murrah_145,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS11__Murrah_143__aug5_murrah_145.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Dairy_Farm_Murrah_Buffalo_.jpg,murrah_146,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Dairy_Farm_Murrah_Buffalo_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Dairy_Farming_Murrah_Buffalo_Jet_.jpg,murrah_147,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Dairy_Farming_Murrah_Buffalo_Jet_.jpg
murrah,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0128.jpeg,murrah_147,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0128__aug1_murrah_147.jpeg
murrah,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_47.jpeg,murrah_147,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_47__aug2_murrah_147.jpeg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Murrah_Buffalo_Eating_Grass_.jpg,murrah_148,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Murrah_Buffalo_Eating_Grass_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_murrah_buffalo_eating_grass_on_.jpg,murrah_149,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_murrah_buffalo_eating_grass_on_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Murrah_Buffalo_supplier_in_india_.jpg,murrah_150,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Indian_Murrah_Buffalo_supplier_in_india_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Jafarabadi_Buffalo_Milk_Per_Day_ (1).jpg,murrah_151,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Jafarabadi_Buffalo_Milk_Per_Day_ (1).jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Jafarabadi_Buffalo_Milk_Per_Day_.jpg,murrah_152,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Jafarabadi_Buffalo_Milk_Per_Day_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Kissan_Dairy_Farm.jpg,murrah_153,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Kissan_Dairy_Farm.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Manjeet_Singh_Fauji_Dairy_form_Haryana_.jpg,murrah_154,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Manjeet_Singh_Fauji_Dairy_form_Haryana_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Milk_Yield_Murrah_Buffalo_-_Exceptional_.jpg,murrah_155,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Milk_Yield_Murrah_Buffalo_-_Exceptional_.jpg
murrah,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0165.jpg,murrah_156,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0165.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__murrah-buffalo-1_-_Farmer_Junction.jpg,murrah_156,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__murrah-buffalo-1_-_Farmer_Junction__aug1_murrah_156.jpg
murrah,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS06__Murrah_82.jpg,murrah_156,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS06__Murrah_82__aug2_murrah_156.jpg
murrah,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_82.jpg,murrah_156,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_82__aug3_murrah_156.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_-_Genus_ABS_India (1).jpg,murrah_157,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_-_Genus_ABS_India (1).jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_-_Genus_ABS_India (2).jpg,murrah_158,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_-_Genus_ABS_India (2).jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_-_Genus_ABS_India.jpg,murrah_159,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_-_Genus_ABS_India.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo (1).jpg,murrah_160,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo (1).jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo (2).jpg,murrah_161,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo (2).jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo.jpg,murrah_162,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo.jpg
murrah,DS03,BovCap-5K-Annotated-Bovine-Image-Caption-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS03__Murrah_156.jpg,murrah_162,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS03__Murrah_156__aug1_murrah_162.jpg
murrah,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS11__Murrah_060.jpg,murrah_162,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS11__Murrah_060__aug2_murrah_162.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_ (1).jpg,murrah_163,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_ (1).jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_ (2).jpg,murrah_164,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_ (2).jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_ (3).jpg,murrah_165,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_ (3).jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_-_Female_Breed_High_.jpg,murrah_166,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_-_Female_Breed_High_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_-_Get_Latest_Price_.jpg,murrah_167,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_-_Get_Latest_Price_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_buffalo_-_Stock_Photo_24520581_.jpg,murrah_168,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_buffalo_-_Stock_Photo_24520581_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_buffalo_-_Wikiwand.jpg,murrah_169,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_buffalo_-_Wikiwand.jpg
murrah,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0011.jpg,murrah_169,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0011__aug1_murrah_169.jpg
murrah,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0099.jpg,murrah_169,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0099__aug2_murrah_169.jpg
murrah,DS05,Catbuf-dataset-Dataset-of-cows-and-Buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS05__Murrah-27-_jpg.rf.16408aaa01a293ee5cf86a782c4f54f6.jpg,murrah_169,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS05__Murrah-27-_jpg.rf.16408aaa01a293ee5cf86a782c4f54f6__aug3_murrah_169.jpg
murrah,DS05,Catbuf-dataset-Dataset-of-cows-and-Buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS05__Murrah-27-_rot0_b0_8_jpg.rf.f90e364220ccef0cfd3664863aeca742.jpg,murrah_169,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS05__Murrah-27-_rot0_b0_8_jpg.rf.f90e364220ccef0cfd3664863aeca742__aug4_murrah_169.jpg
murrah,DS05,Catbuf-dataset-Dataset-of-cows-and-Buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS05__Murrah-27-_rot0_b1_0_jpg.rf.056b623f3592a75dabd041b1c2047987.jpg,murrah_169,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS05__Murrah-27-_rot0_b1_0_jpg.rf.056b623f3592a75dabd041b1c2047987__aug5_murrah_169.jpg
murrah,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS06__Murrah_2.JPG,murrah_169,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS06__Murrah_2__aug6_murrah_169.JPG
murrah,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_1.JPG,murrah_169,tight,dropped,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\duplicates_dropped\murrah\DS10__Murrah_1.JPG
murrah,DS10,Indian-Bovine-breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_2.JPG,murrah_169,tight,dropped,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\duplicates_dropped\murrah\DS10__Murrah_2.JPG
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_.jpg,murrah_170,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__murrah_buffalo_2022_50_.jpg,murrah_171,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__murrah_buffalo_2022_50_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_A_Profitable_Investment_.jpg,murrah_172,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_A_Profitable_Investment_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_and_His_Horn_Stock_Image_.jpg,murrah_173,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_and_His_Horn_Stock_Image_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_at_7000000_INR_in_.jpg,murrah_174,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_at_7000000_INR_in_.jpg
murrah,DS11,Indian-Cattle-&-Buffalo-Breeds-Dataset,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS11__Murrah_064.jpg,murrah_174,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS11__Murrah_064__aug1_murrah_174.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_at_8000000_INR_in_.jpg,murrah_175,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_at_8000000_INR_in_.jpg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_at_8500000_INR_in_.jpg,murrah_176,unique,kept_unique,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_at_8500000_INR_in_.jpg
murrah,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0090.jpeg,murrah_177,tight,kept_canonical,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0090.jpeg
murrah,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_at_Rs_35000_in_Patan_.jpg,murrah_177,tight,kept_augmented_source,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_at_Rs_35000_in_Patan___aug1_murrah_177.jpg
