hash,path,breed
a90154f07e1f87e3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_59.jpg,holstein-friesian
a90154f07e1f87e3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS03__Jersey_189.jpg,jersey
a90154f07e1f87e3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS03__Red_Dane_77.jpg,red-dane
c0c11fbe61633e39,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0187.jpg,holstein-friesian
c0c11fbe61633e39,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS07__RedDanecattle20_c.jpg,red-dane
bdf1dac6b4a50458,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0245.jpg,holstein-friesian
bdf1dac6b4a50458,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS04__jersey_0156.jpg,jersey
e39ed061d3cc91ac,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0250.jpg,holstein-friesian
e39ed061d3cc91ac,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_146.jpg,sahiwal
e39ed061d3cc91ac,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS04__sahiwal_0068.jpg,sahiwal
e39ed061d3cc91ac,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS06__Sahiwal_146.jpg,sahiwal
e39ed061d3cc91ac,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS10__Sahiwal_146.jpg,sahiwal
83aabce9c35a7226,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0342.jpg,holstein-friesian
83aabce9c35a7226,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS04__red_dane_0011.jpg,red-dane
83aabce9c35a7226,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS06__Red_Dane_108.jpg,red-dane
83aabce9c35a7226,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS10__Red_Dane_108.jpg,red-dane
dc9960ee0f236726,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0379.jpg,holstein-friesian
dc9960ee0f236726,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS04__jersey_0119.jpg,jersey
8e0cc7c7b170c96b,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0382.jpg,holstein-friesian
8e0cc7c7b170c96b,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS07__Jerseycattle90.jpg,jersey
b190cf7ea8075a71,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0405.jpg,holstein-friesian
b190cf7ea8075a71,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS04__jersey_0186.jpg,jersey
eb9c35718c4963b4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0428.jpg,holstein-friesian
eb9c35718c4963b4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS04__jersey_0193.jpg,jersey
a989ced6f4a98a98,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0477.jpg,holstein-friesian
a989ced6f4a98a98,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\siri\DS02__image_250x166_58.jpg,siri
eece9494c2f23319,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0514.jpg,holstein-friesian
eece9494c2f23319,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS07__Jerseycattle64.jpg,jersey
eece9494c2f23319,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS04__red_dane_0165.jpg,red-dane
eece9494c2f23319,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS06__Red_Dane_97.jpg,red-dane
eece9494c2f23319,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS10__Red_Dane_97.jpg,red-dane
9616cb8383bc6ccd,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0518.jpg,holstein-friesian
9616cb8383bc6ccd,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS04__jersey_0092.jpg,jersey
e91c6b93c6b59521,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0527.jpg,holstein-friesian
e91c6b93c6b59521,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS07__Jerseycattle103.jpg,jersey
a90705f17c3c8eb6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS07__HolsteinFriesiancattle115.jpg,holstein-friesian
a90705f17c3c8eb6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS07__Jerseycattle73.jpg,jersey
a90705f17c3c8eb6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS04__red_dane_0143.jpg,red-dane
a90705f17c3c8eb6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS06__Red_Dane_77.jpg,red-dane
a90705f17c3c8eb6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS10__Red_Dane_77.jpg,red-dane
c0853d3e0e1e73d3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS07__HolsteinFriesiancattle140.jpg,holstein-friesian
c0853d3e0e1e73d3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS04__red_dane_0027.jpg,red-dane
c0853d3e0e1e73d3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS07__RedDanecattle79.jpg,red-dane
c0853d3e0e1e73d3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS10__Red_Dane_122.jpg,red-dane
f3b0deeca232e089,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS07__HolsteinFriesiancattle45.jpg,holstein-friesian
f3b0deeca232e089,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS04__jersey_0075.jpg,jersey
b636c0c89fc3c0de,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS07__HolsteinFriesiancattle73.jpg,holstein-friesian
b636c0c89fc3c0de,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS04__jersey_0064.jpg,jersey
b190d75ab8075ad9,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS08__Holstein_Friesian_249_jpg.rf.b8cecc7649c13d8d9cea3695d71274b9.jpg,holstein-friesian
b190d75ab8075ad9,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_83_jpg.rf.b8d819d033092b737bc2ae732aabb694.jpg,jersey
f3b0dea4b033e08d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS08__Holstein_Friesian_273_jpg.rf.9bce2e6063abb926a7135db0ea030589.jpg,holstein-friesian
f3b0dea4b033e08d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_166_jpg.rf.edcc2e628ebdccdd19eb9ff91894aa56.jpg,jersey
b69ec0819fd9807e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS08__Holstein_Friesian_315_jpg.rf.94667655ba81b104d9c39b5d8c85a60f.jpg,holstein-friesian
b69ec0819fd9807e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS08__Jersey_156_jpg.rf.9a43f1969960efa7b973fd006f3f469c.jpg,jersey
bdf1c246a509cb5a,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS11__Holstein_Friesian_007.jpg,holstein-friesian
bdf1c246a509cb5a,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS11__Jersey_156.jpg,jersey
ea9cb5618a49b2b6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS11__Holstein_Friesian_190.jpg,holstein-friesian
ea9cb5618a49b2b6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS11__Jersey_193.jpg,jersey
b636c8c99f27c03c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS11__Holstein_Friesian_241.jpg,holstein-friesian
b636c8c99f27c03c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS11__Jersey_064.jpg,jersey
c085bf7acacbc1a1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS11__Holstein_Friesian_242.jpg,holstein-friesian
c085bf7acacbc1a1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS11__Red_Dane_027.jpg,red-dane
9616c9c1b17cfc43,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS11__Holstein_Friesian_280.jpg,holstein-friesian
9616c9c1b17cfc43,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS11__Jersey_092.jpg,jersey
c68ede4c83d9049f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__bahubali_jafarabadi_buffalo_.jpg,jaffarabadi
c68ede4c83d9049f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_Buffalo_Images_-_Pixabay.jpg,murrah
bcf2f30d95d2016c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__Chaudhary_Dairy_Farm_in_Mahesana_ (2).jpg,jaffarabadi
bcf2f30d95d2016c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS07__Jerseycattle50.jpg,jersey
efbd86e0e0909dc4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__High_Breed_Jafarabadi_Buffalo_at_Best_.jpg,jaffarabadi
efbd86e0e0909dc4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS05__images-2-_jpg.rf.c55ada47fbd84cc3c41855b461f61723.jpg,surti
efbd86e0e0909dc4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS05__images-2-_rot0_b0_8_jpg.rf.bc715c17969e6c79baff54239df13a82.jpg,surti
efbd86e0e0909dc4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS05__images-2-_rot0_b1_jpg.rf.78721ee031f5f98753320a1191f78210.jpg,surti
a60dcb363778452e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__image_209x165_1.jpg,jaffarabadi
a60dcb363778452e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS04__nagpuri_0111.png,nagpuri
a60dcb363778452e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS10__Nagpuri_196.png,nagpuri
e23c9ce368960f63,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__image_271x186_4.jpg,jaffarabadi
e23c9ce368960f63,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__BUFFALO_BREEDS (1).jpg,marathwadi
e23c9ce368960f63,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_271x186_1.jpg,marathwadi
a97e96e1e00e7c13,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__image_277x182_3.jpg,jaffarabadi
a97e96e1e00e7c13,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS01___12_.jpg,luit
a97e96e1e00e7c13,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS04__toda_0057.jpg,toda
a97e96e1e00e7c13,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS10__Toda_29.jpg,toda
b01acfd176654c27,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__image_300x168_3.jpg,jaffarabadi
b01acfd176654c27,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_300x168_3.jpg,kalahandi
b01acfd176654c27,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_300x168_9.jpg,mehsana
b01acfd176654c27,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Jafarabadi_Buffalo_Milk_Per_Day_ (1).jpg,murrah
b01acfd176654c27,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS01__Jafarabadi_Buffalo_Milk_Per_Day_.jpg,surti
f360db4ac8bca48d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__image_300x168_5.jpg,jaffarabadi
f360db4ac8bca48d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\pandharpuri\DS01__Top_10_Buffalo_Breeds_in_India_ (2).jpg,pandharpuri
f11c9ee3e1188be4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__image_300x168_8.jpg,jaffarabadi
f11c9ee3e1188be4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__Buffalo_Breed_The_Rajasthan_Express (3).jpg,kalahandi
e40cdb9431536677,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__image_50x50_10.jpg,jaffarabadi
e40cdb9431536677,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_50x50_3.jpg,marathwadi
e40cdb9431536677,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_50x50_1 (2).jpg,mehsana
e40cdb9431536677,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__image_50x50_1.jpg,nagpuri
f37d8ce3e018390b,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__image_50x50_11.jpg,jaffarabadi
f37d8ce3e018390b,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_50x50_6.jpg,marathwadi
f37d8ce3e018390b,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__image_50x50_3.jpg,nagpuri
a77a98b7c9c06744,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__image_50x50_4.jpg,jaffarabadi
a77a98b7c9c06744,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_50x50_1.jpg,mehsana
ab3a9223694ceda5,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__Jafrabadi_Buffalo.jpg,jaffarabadi
ab3a9223694ceda5,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS01__Jafrabadi_buffalo_jafrabadibuffalo_.jpg,surti
bd60803fbe2371d8,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__Murrah_Buffalo_at_Rs_70000_in_Mahesana_.jpg,jaffarabadi
bd60803fbe2371d8,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_259x194_13.jpg,mehsana
bd60803fbe2371d8,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS04__mehsana_0093.jpeg,mehsana
bd60803fbe2371d8,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS06__Mehsana_85.jpeg,mehsana
bd60803fbe2371d8,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS10__Mehsana_85.jpeg,mehsana
bd60803fbe2371d8,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_BuffaloMurrah_Breed_Buffalo_.jpg,murrah
bd60803fbe2371d8,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS04__murrah_0035.jpeg,murrah
bd60803fbe2371d8,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS06__Murrah_122.jpeg,murrah
bd60803fbe2371d8,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS10__Murrah_122.jpeg,murrah
af7ad08435694a5e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__Murrah_Buffalo_In_Rajkot_Gujarat_At_.jpg,jaffarabadi
af7ad08435694a5e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_225x225_3.jpg,mehsana
af7ad08435694a5e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo.jpg,murrah
af7ad08435694a5e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS11__Nagpuri_130.jpg,nagpuri
af7ad08435694a5e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS01__Murrah_Buffalo.jpg,surti
bf7c9f9e48c0c064,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__Murrah_Jafarabadi_Buffalo_Calf_18_at_ (2).jpg,jaffarabadi
bf7c9f9e48c0c064,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Murrah_Buffalo_Calf_at_12000_Murrah_ (1).jpg,murrah
fae88517ae0b9970,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__Nili_Ravi_Buffalo_-_Nili_Ravi_Buffalo_.jpg,jaffarabadi
fae88517ae0b9970,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nili-ravi\DS01__Nili_Ravi_Buffalo_-_Nili_Ravi_Buffalo_ (3).jpg,nili-ravi
e322bbc3517106be,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS01__Surti_Buffalo_Black_Jafarabadi_Bull_at_.jpg,jaffarabadi
e322bbc3517106be,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS05__images-1-_jpg.rf.7c7f1a90ebd24d16e60bbb3870261977.jpg,surti
e322bbc3517106be,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS05__images-1-_rot0_b0_8_jpg.rf.116aa3040dab1848a55e8a77c6ca015b.jpg,surti
e322bbc3517106be,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS05__images-1-_rot0_b1_jpg.rf.b2dca120496d860e0ffec7e4d85e8105.jpg,surti
b8de47e1660b18b6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS03__Jaffrabadi_13.png,jaffarabadi
b8de47e1660b18b6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS03__Toda_23.jpg,toda
b93c94c1616e5b95,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS03__Jaffrabadi_18.png,jaffarabadi
b93c94c1616e5b95,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS03__Nagpuri_10.png,nagpuri
ac4943b631c9de4e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS03__Jaffrabadi_45.jpg,jaffarabadi
ac4943b631c9de4e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS03__Nagpuri_25.jpg,nagpuri
a60d5bf635e844c6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS03__Jaffrabadi_46.png,jaffarabadi
a60d5bf635e844c6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS03__Nagpuri_196.png,nagpuri
fabb0365358415bc,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS03__Jaffrabadi_82.jpg,jaffarabadi
fabb0365358415bc,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS03__Mehsana_79.jpg,mehsana
af49d0343d4b4a3d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS04__jaffarabadi_0014.jpg,jaffarabadi
af49d0343d4b4a3d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__Buffalo_Milk_Production_.jpg,nagpuri
b97c94c3c56a4b85,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS04__jaffarabadi_0024.png,jaffarabadi
b97c94c3c56a4b85,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS04__nagpuri_0012.png,nagpuri
b97c94c3c56a4b85,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS10__Nagpuri_10.png,nagpuri
bc49cf7625345833,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS04__jaffarabadi_0053.jpg,jaffarabadi
bc49cf7625345833,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS04__nagpuri_0120.jpg,nagpuri
bc49cf7625345833,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS10__Nagpuri_25.jpg,nagpuri
fa6fc0d1aa92950e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS04__jaffarabadi_0063.jpg,jaffarabadi
fa6fc0d1aa92950e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_266x189_11.jpg,kalahandi
fa6fc0d1aa92950e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__Buffalo_Animal_Husbandry_Apni_Kheti (2).jpg,marathwadi
fa6fc0d1aa92950e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_266x189_6.jpg,marathwadi
eb1c96d1645a8763,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS04__jaffarabadi_0066.jpg,jaffarabadi
eb1c96d1645a8763,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\konkan-kapila\DS02__image_269x187_11.jpg,konkan-kapila
be11c9b69339ca29,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS04__jaffarabadi_0069.jpg,jaffarabadi
be11c9b69339ca29,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_276x183_1.jpg,kalahandi
be11c9b69339ca29,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS01__Jaffarabadi_Dairy_Knowledge_Portal.jpg,luit
fabb8b63654181d4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS04__jaffarabadi_0094.jpg,jaffarabadi
fabb8b63654181d4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS04__mehsana_0086.jpg,mehsana
fabb8b63654181d4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS06__Mehsana_79.jpg,mehsana
fabb8b63654181d4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS10__Mehsana_79.jpg,mehsana
a65bc0b439c615f5,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS04__jaffarabadi_0102.jpg,jaffarabadi
a65bc0b439c615f5,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__Registered_buffalo_breeds_in_India_.jpg,kalahandi
a65bc0b439c615f5,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_302x167_1.jpg,marathwadi
a65bc0b439c615f5,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__Registered_buffalo_breeds_in_India_.jpg,marathwadi
a609d9f6b4e8c4c6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS11__Jaffrabadi_044.jpg,jaffarabadi
a609d9f6b4e8c4c6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS11__Nagpuri_101.jpg,nagpuri
faab8365b58494b4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jaffarabadi\DS11__Jaffrabadi_084.jpg,jaffarabadi
faab8365b58494b4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS11__Mehsana_076.jpg,mehsana
aecd4132743fcec0,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS03__Jersey_70.jpg,jersey
aecd4132743fcec0,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS03__Red_Dane_5.jpg,red-dane
ddd4222b1d566369,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS03__Jersey_95.jpg,jersey
ddd4222b1d566369,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS03__Red_Dane_10.jpg,red-dane
ead68fa0c185b535,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS04__jersey_0093.jpg,jersey
ead68fa0c185b535,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\motu\DS02__image_259x194_23 (2).jpg,motu
dfdbc8c06123ac4e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS04__jersey_0197.jpg,jersey
dfdbc8c06123ac4e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\motu\DS02__image_279x181_51.jpg,motu
9613692c9e99c5d6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS07__Jerseycattle0.jpg,jersey
9613692c9e99c5d6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS07__RedDanecattle37.jpg,red-dane
aecd81c0313cdf5c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS07__Jerseycattle19.jpg,jersey
aecd81c0313cdf5c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS04__red_dane_0113.jpg,red-dane
aecd81c0313cdf5c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS06__Red_Dane_5.jpg,red-dane
aecd81c0313cdf5c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS07__RedDanecattle43.jpg,red-dane
aecd81c0313cdf5c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS10__Red_Dane_5.jpg,red-dane
ddd4e2ab9c16c03a,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS07__Jerseycattle85.jpg,jersey
ddd4e2ab9c16c03a,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS04__red_dane_0002.jpg,red-dane
ddd4e2ab9c16c03a,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS10__Red_Dane_10.jpg,red-dane
ddc4a02b9d54e369,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\jersey\DS11__Jersey_199.jpg,jersey
ddc4a02b9d54e369,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS11__Red_Dane_002.jpg,red-dane
eaf08596d24dd6c2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_200x252_2.jpg,kalahandi
eaf08596d24dd6c2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS01__image_200x252_1 (2).jpg,luit
eaf08596d24dd6c2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS01__image_200x252_1.jpg,luit
a7a8d053f8c6c1f1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_259x194_7.jpg,kalahandi
a7a8d053f8c6c1f1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__image_259x194_5 (2).jpg,nagpuri
fa1e85c1e0659baa,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_259x194_8.jpg,kalahandi
fa1e85c1e0659baa,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_259x194_8.jpg,mehsana
